date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
5/13/2014 0:00,777000,3,3.25,3610,59677,2,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA
5/13/2014 0:00,550000,4,2,2250,7500,1,0,0,5,1200,1050,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA
5/13/2014 0:00,523000,3,1.5,1240,7735,1,0,0,4,1240,0,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA
5/13/2014 0:00,628000,4,2,2260,6000,1,0,0,3,1430,830,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA
5/13/2014 0:00,581000,4,1.75,2090,8164,1,0,0,4,1070,1020,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA
5/13/2014 0:00,245000,5,1.75,2020,7902,1,0,0,3,1220,800,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA
5/13/2014 0:00,415000,3,1.75,1960,5000,1,0,0,5,980,980,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA
5/13/2014 0:00,1895000,5,2.25,3120,16672,2,0,0,4,3120,0,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA
5/13/2014 0:00,225000,3,1.5,1250,7500,1,0,0,3,1250,0,1967,2011,1405 E Maple St,Kent,WA 98030,USA
5/13/2014 0:00,287000,3,2.25,1490,9600,1,0,0,4,1170,320,1987,0,27020 NE Ring St,Duvall,WA 98019,USA
5/13/2014 0:00,799200,6,3,2890,2370,2.5,0,0,3,2290,600,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA
5/13/2014 0:00,239950,3,1,1900,33888,1.5,0,0,4,1900,0,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA
5/13/2014 0:00,591000,3,1.75,1680,2400,1,0,0,5,870,810,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA
5/13/2014 0:00,700000,3,2.5,2030,8398,2,0,0,4,2030,0,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA
5/13/2014 0:00,475000,4,2.5,3740,8700,1,0,0,3,2260,1480,2004,2003,16700 SE 161st St,Renton,WA 98058,USA
5/13/2014 0:00,575000,3,1.75,1580,11750,1,0,0,4,1180,400,1951,1999,5461 S Othello St,Seattle,WA 98118,USA
5/13/2014 0:00,771000,3,2.25,1780,6120,1.5,0,0,4,1390,390,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA
5/13/2014 0:00,155000,2,1,910,6232,1,0,0,3,910,0,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA
5/13/2014 0:00,550000,7,4,3440,8100,2,0,0,3,3440,0,1970,2014,718 N 95th St,Seattle,WA 98103,USA
5/13/2014 0:00,645000,3,2.5,1740,13750,2,0,0,4,1740,0,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA
5/13/2014 0:00,464000,5,2.5,3400,8970,1,0,0,4,1700,1700,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA
5/13/2014 0:00,1050000,4,3.25,4400,16625,2,0,0,3,4400,0,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA
5/13/2014 0:00,350000,3,2.5,2010,14298,2,0,0,3,2010,0,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA
5/13/2014 0:00,591000,4,2.25,2710,38180,2,0,0,4,2710,0,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA
5/13/2014 0:00,2555000,4,2.5,5300,26211,2,1,2,2,4570,730,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA
5/13/2014 0:00,717000,3,1.5,1310,3880,1,0,0,3,1090,220,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA
5/13/2014 0:00,225000,4,1.5,1950,12559,1.5,0,0,3,1950,0,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA
5/13/2014 0:00,225000,3,1,1040,6535,1,0,0,3,1040,0,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA
5/13/2014 0:00,345000,3,1.75,1090,7200,1,0,0,3,1090,0,1968,1997,12033 NE 136th Pl,Kirkland,WA 98034,USA
5/13/2014 0:00,230000,2,0.75,650,5360,1,0,0,4,650,0,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA
5/13/2014 0:00,385000,3,2,1480,6600,1,0,2,3,740,740,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA
5/13/2014 0:00,90000,2,1,790,2640,1,0,0,3,790,0,1973,2013,14710 122nd Pl NE,Kirkland,WA 98034,USA
5/13/2014 0:00,860000,4,2.5,3560,11119,1,0,2,3,2290,1270,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA
5/13/2014 0:00,675000,4,2.5,3000,5548,2,0,0,3,3000,0,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA
5/13/2014 0:00,975000,4,2.5,3490,7494,2,0,3,3,3490,0,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA
5/13/2014 0:00,780000,3,1.75,2340,10495,1,0,0,4,2340,0,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA
5/13/2014 0:00,370000,3,1.75,1650,8254,1,0,0,5,1060,590,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA
5/13/2014 0:00,665000,3,2,1940,5820,1.5,0,0,5,1150,790,1944,0,324 NW 48th St,Seattle,WA 98107,USA
5/13/2014 0:00,675000,5,3,3410,9600,1,0,0,4,1870,1540,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA
5/13/2014 0:00,620000,3,1,1710,4050,1.5,0,0,3,1710,0,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA
5/13/2014 0:00,1105000,4,1.5,2740,4000,2,0,0,5,1930,810,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA
5/13/2014 0:00,450000,3,2.75,1250,892,2,0,0,3,1040,210,2010,0,2301 California Ave SW,Seattle,WA 98116,USA
5/13/2014 0:00,450000,3,2.25,2450,42180,1,0,0,4,2450,0,1978,2000,17081-17183 SE Wax Rd,Covington,WA 98042,USA
5/13/2014 0:00,530000,3,1.75,1690,8190,1,0,0,4,1690,0,1958,1972,2711 126th Ave SE,Bellevue,WA 98005,USA
5/13/2014 0:00,635000,4,1.75,1950,13320,1,0,0,4,1370,580,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA
5/13/2014 0:00,580000,5,2,2290,7125,1,0,0,3,1190,1100,1964,2000,16541 NE 27th Pl,Bellevue,WA 98008,USA
5/13/2014 0:00,1550000,5,3.25,3370,17458,1,0,2,5,2000,1370,1982,0,8126-8196 Forest Ave SE,Mercer Island,WA 98040,USA
5/13/2014 0:00,285000,3,1,1090,8640,1,0,0,4,1090,0,1973,0,16014 16th Ave SW,Burien,WA 98166,USA
5/13/2014 0:00,375000,3,1,1190,9486,1,0,0,4,1190,0,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA
5/13/2014 0:00,1400000,5,4.25,3530,7924,2,0,0,3,3530,0,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA
5/13/2014 0:00,560000,3,1,1440,5000,2,0,0,3,1440,0,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA
5/13/2014 0:00,405000,4,1.75,2180,13529,1,0,0,3,1090,1090,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA
5/13/2014 0:00,413000,4,1,1410,6000,1,0,0,3,810,600,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA
5/13/2014 0:00,287600,3,2.5,1950,8251,2,0,0,3,1950,0,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA
5/13/2014 0:00,1680000,5,3.25,4860,23723,2,0,2,4,3820,1040,1989,0,9250 SE 36th Pl,Mercer Island,WA 98040,USA
5/13/2014 0:00,225000,3,1,1660,7210,1,0,0,3,1100,560,1963,2008,29140 42nd Ave S,Auburn,WA 98001,USA
5/13/2014 0:00,319000,3,1,1390,12823,1,0,0,4,1390,0,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA
5/13/2014 0:00,322500,3,2,1350,14200,1,0,0,3,1350,0,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA
5/13/2014 0:00,570000,3,2,1530,5401,1,0,0,4,1530,0,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA
5/13/2014 0:00,465000,3,1.5,1270,5112,1,0,0,3,1270,0,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA
5/13/2014 0:00,435000,4,2.25,2140,6355,2,0,0,3,2140,0,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
5/13/2014 0:00,502000,4,2.5,2040,5616,2,0,0,3,2040,0,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA
5/13/2014 0:00,525000,3,3.5,2876,5086,2,0,0,3,2360,516,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA
5/13/2014 0:00,525000,3,2.5,1580,1161,2,0,0,3,1010,570,2008,0,213 26th Ave E,Seattle,WA 98112,USA
5/13/2014 0:00,660000,4,3.5,3400,5196,2,0,0,3,3400,0,2012,1912,9314 Ash Ave SE,Snoqualmie,WA 98065,USA
5/13/2014 0:00,870000,4,2.5,3520,6773,2.5,0,0,3,2650,870,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA
5/13/2014 0:00,650000,4,2.5,2210,4861,2,0,0,3,2210,0,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA
5/13/2014 0:00,505000,4,2.5,2790,5602,2,0,0,3,2790,0,2009,0,5138 NE 8th St,Renton,WA 98059,USA
5/13/2014 0:00,330000,3,2.5,1450,5008,1,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA
5/14/2014 0:00,385000,4,1.75,1620,4980,1,0,0,4,860,760,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA
5/14/2014 0:00,306000,3,1.5,1220,1086,3,0,0,3,1220,0,2007,0,353 N 105th St,Seattle,WA 98133,USA
5/14/2014 0:00,546000,3,1.75,2000,5000,1,0,0,4,1110,890,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA
5/14/2014 0:00,925000,4,2.5,2190,7350,2.5,0,0,5,2190,0,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA
5/14/2014 0:00,542000,4,1.75,1900,8250,1,0,0,4,950,950,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA
5/14/2014 0:00,800000,3,1,1700,4400,1.5,0,0,4,1700,0,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA
5/14/2014 0:00,620000,5,2.5,2540,3832,2,0,0,5,1760,780,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA
5/14/2014 0:00,175000,2,1,1170,8925,1,0,2,3,1170,0,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA
5/14/2014 0:00,740000,5,5,5774,31675,1,0,2,3,4490,1284,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA
5/14/2014 0:00,345000,3,2.25,2120,15003,2,0,0,3,2120,0,1984,0,14319 165th Pl SE,Renton,WA 98059,USA
5/14/2014 0:00,510000,3,1.75,2170,26460,1,0,0,3,1450,720,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA
5/14/2014 0:00,530000,4,2.75,2450,15002,1,0,0,5,2450,0,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA
5/14/2014 0:00,155000,2,1,700,5200,1,0,0,5,700,0,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,USA
5/14/2014 0:00,266000,3,2.5,1780,7214,1,0,0,4,1400,380,1986,0,26205 119th Dr SE,Kent,WA 98030,USA
5/14/2014 0:00,257200,3,2,1850,8250,1,0,0,4,1150,700,1952,0,200 Pike St SE,Auburn,WA 98002,USA
5/14/2014 0:00,265000,3,2,1570,5706,1,0,0,3,1570,0,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA
5/14/2014 0:00,372220,3,1,1290,5500,1,0,0,3,980,310,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA
5/14/2014 0:00,337500,5,2,1700,7314,1,0,0,3,1000,700,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA
5/14/2014 0:00,582500,2,1.5,1159,4800,1,0,0,3,1159,0,1948,1994,4254 33rd Ave W,Seattle,WA 98199,USA
5/14/2014 0:00,489200,3,2.75,1850,9600,1.5,0,0,5,1850,0,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA
5/14/2014 0:00,405100,2,1,840,3522,1,0,0,3,840,0,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA
5/14/2014 0:00,372977,3,2.5,1690,1618,2,0,0,3,1150,540,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
5/14/2014 0:00,310000,3,1,1050,9876,1,0,0,3,1050,0,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA
5/14/2014 0:00,538000,3,1.75,1400,3825,1.5,0,0,4,1100,300,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA
5/14/2014 0:00,1400000,3,2.5,2550,7200,2,0,2,3,2550,0,1981,2013,316 Lake Washington Blvd S,Seattle,WA 98144,USA
5/14/2014 0:00,317000,3,2.5,1840,5011,2,0,0,3,1840,0,2012,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA
5/14/2014 0:00,702500,3,1.5,2360,6750,2,0,0,5,1930,430,1926,0,2145 N 88th St,Seattle,WA 98103,USA
5/14/2014 0:00,565000,4,2.5,2240,14667,2,0,0,4,2240,0,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA
5/14/2014 0:00,723000,4,2.5,2700,4004,2,0,0,3,2700,0,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,USA
5/14/2014 0:00,766950,3,2.5,3030,30007,1.5,0,0,4,3030,0,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA
5/14/2014 0:00,682000,3,1.75,1830,5120,1.5,0,2,5,1830,0,1903,0,322 16th Ave,Seattle,WA 98122,USA
5/14/2014 0:00,325000,3,2.5,2220,6049,2,0,0,4,2220,0,1990,0,11909 SE 228th Pl,Kent,WA 98031,USA
5/14/2014 0:00,543000,3,2.5,2090,7640,1,0,0,3,1360,730,1962,2014,14836 Densmore Ave N,Shoreline,WA 98133,USA
5/14/2014 0:00,525000,3,1.75,1600,6120,1.5,0,0,3,1600,0,1924,2011,7557 35th Ave NE,Seattle,WA 98115,USA
5/14/2014 0:00,364000,4,1.75,2010,8625,1,0,0,4,1340,670,1957,2001,16501-16515 Carlyle Hall Rd N,Shoreline,WA 98133,USA
5/14/2014 0:00,394475,2,1,830,4000,1,0,0,3,830,0,1955,2005,8715 17th Ave NW,Seattle,WA 98117,USA
5/14/2014 0:00,316000,4,2.5,2010,7226,2,0,0,3,2010,0,1995,0,1522 55th Ct SE,Auburn,WA 98092,USA
5/14/2014 0:00,339950,3,1,1050,5402,1.5,0,0,4,1050,0,1906,1990,1807 17th Ave S,Seattle,WA 98144,USA
5/14/2014 0:00,486000,4,2.5,2150,39449,1,0,0,3,1420,730,1978,0,5242 336th Ave SE,Fall City,WA 98024,USA
5/14/2014 0:00,160000,3,1,860,11900,1,0,0,4,860,0,1963,0,27204 116th Pl SE,Kent,WA 98030,USA
5/14/2014 0:00,930000,3,2.5,3100,20553,1,0,0,3,3100,0,1954,2005,1456 NW 185th St,Shoreline,WA 98177,USA
5/14/2014 0:00,139000,3,1,1100,17334,1,0,0,3,1100,0,1978,0,33610 51st Ave S,Auburn,WA 98001,USA
5/14/2014 0:00,562000,3,1.5,1830,8000,1,0,0,4,1830,0,1957,2001,920 163rd Ave SE,Bellevue,WA 98008,USA
5/14/2014 0:00,299000,2,1.75,1250,34395,1,0,0,4,1250,0,1950,1983,1400 S 359th St,Federal Way,WA 98003,USA
5/14/2014 0:00,511000,3,2.5,1820,4883,2,0,0,3,1820,0,2005,0,14800-14822 88th Ave NE,Kenmore,WA 98028,USA
5/14/2014 0:00,499000,3,2,2090,42689,1.5,0,0,3,2090,0,1959,1998,30004 SE Lake Retreat S Dr,Ravensdale,WA 98051,USA
5/14/2014 0:00,356000,3,3.5,2100,12384,2,0,0,3,2100,0,1980,0,14937 57th Ave S,Tukwila,WA 98168,USA
5/14/2014 0:00,470000,4,2.5,2310,14023,2,0,0,3,2310,0,1991,0,14923 280th Pl NE,Duvall,WA 98019,USA
5/14/2014 0:00,715000,4,2.25,2060,5649,1,0,0,5,1360,700,1941,0,3305 39th Ave W,Seattle,WA 98199,USA
5/14/2014 0:00,1120000,4,2.25,4470,60373,2,0,0,3,4470,0,1988,2000,14235 160th Ave NE,Woodinville,WA 98072,USA
5/14/2014 0:00,458000,3,1,1660,7500,1,0,0,4,1060,600,1940,2001,2000 NE 113th St,Seattle,WA 98125,USA
5/14/2014 0:00,966000,5,4.5,3810,8019,2,0,0,3,3810,0,2008,0,2033 211th Pl SE,Sammamish,WA 98075,USA
5/14/2014 0:00,305495,3,1.75,2110,10200,2,0,0,4,2110,0,1966,0,14244 140th Ave SE,Renton,WA 98059,USA
5/14/2014 0:00,543000,2,2,2370,217800,1.5,0,0,3,1600,770,1992,0,11400-11598 SE 114th Pl,Issaquah,WA 98027,USA
5/14/2014 0:00,340000,3,2.25,1970,3716,2,0,0,3,1970,0,1997,0,504 Shelton Ct NE,Renton,WA 98056,USA
5/14/2014 0:00,633100,4,2.5,2470,33305,2,0,0,3,2470,0,1993,0,26021 NE 25th St,Redmond,WA 98053,USA
5/14/2014 0:00,310000,3,1,1480,7830,1,0,0,3,1480,0,1952,2008,1909 N 195th St,Shoreline,WA 98133,USA
5/14/2014 0:00,349950,5,3,2257,10117,1,0,0,3,1363,894,2005,0,3755 S 168th St,SeaTac,WA 98188,USA
5/14/2014 0:00,267800,2,1,700,6000,1,0,0,4,700,0,1949,1985,16824 11th Pl NE,Shoreline,WA 98155,USA
5/14/2014 0:00,234000,4,2,1630,9010,1,0,0,4,1050,580,1975,0,10872 SE 318th Pl,Auburn,WA 98092,USA
5/14/2014 0:00,740000,4,2.5,3430,10157,2,0,0,3,3430,0,2000,0,13622 NE 136th Pl,Kirkland,WA 98034,USA
5/14/2014 0:00,607500,5,1.75,2220,6000,1.5,0,0,3,1420,800,1923,1998,3047 21st Ave W,Seattle,WA 98199,USA
5/14/2014 0:00,223000,3,1.75,1340,7473,1,0,0,4,1340,0,1973,0,16 R Pl NE,Auburn,WA 98002,USA
5/14/2014 0:00,400000,2,1,980,2130,1,0,0,4,860,120,1918,1974,6520-6588 8th Ave NW,Seattle,WA 98117,USA
5/14/2014 0:00,802000,3,2.5,2580,13096,2,0,0,3,2580,0,1986,0,6133 147th Pl NE,Redmond,WA 98052,USA
5/14/2014 0:00,253000,4,2.5,2230,4541,2,0,0,3,2230,0,2006,0,24217 181st Pl SE,Covington,WA 98042,USA
5/14/2014 0:00,1058000,4,2,2290,11137,1,0,0,4,2290,0,1955,2009,10441 SE 24th Pl,Bellevue,WA 98004,USA
5/14/2014 0:00,300000,3,1,1260,8280,1,0,0,3,1260,0,1946,0,2559 NE 98th St,Seattle,WA 98115,USA
5/14/2014 0:00,625000,4,2.75,1680,11180,1,0,0,4,1680,0,1966,0,15924 NE 53rd St,Redmond,WA 98052,USA
5/14/2014 0:00,707000,4,3.25,3200,7081,2,0,0,3,3200,0,2004,2003,26054 SE 23rd Pl,Sammamish,WA 98075,USA
5/14/2014 0:00,950000,4,2.5,3320,7644,2,0,0,3,3320,0,1995,0,5491 175th Pl SE,Bellevue,WA 98006,USA
5/14/2014 0:00,420000,4,2.5,3040,24123,2,0,0,3,3040,0,1999,0,4620 Kennedy Ave SE,Auburn,WA 98092,USA
5/14/2014 0:00,498000,4,2.75,2270,7375,1,0,0,4,1290,980,1973,0,12901 NE 136th St,Kirkland,WA 98034,USA
5/14/2014 0:00,450000,3,2.5,2910,17172,2,0,0,3,2910,0,1989,0,36023 3rd Ave S,Federal Way,WA 98003,USA
5/14/2014 0:00,955000,5,2.25,2510,9887,2,0,0,3,2510,0,1972,2002,7590 86th Ave SE,Mercer Island,WA 98040,USA
5/14/2014 0:00,215000,2,1,1240,7200,1,0,0,3,1240,0,1967,2011,4036 S 119th St,Tukwila,WA 98168,USA
5/14/2014 0:00,437000,3,2.75,2580,5200,2,0,0,3,2580,0,2008,0,808 Hoquiam Ave NE,Renton,WA 98059,USA
5/14/2014 0:00,773000,3,2.75,2470,3600,2,0,0,3,2470,0,2007,0,1458-1462 29th Pl NE,Issaquah,WA 98029,USA
5/14/2014 0:00,1222500,4,3.5,4910,9444,1.5,0,0,3,3110,1800,2007,0,4531 205th Pl NE,Sammamish,WA 98074,USA
5/15/2014 0:00,256883,3,2.5,1690,5025,2,0,0,3,1690,0,2003,0,833 SW 361st St,Federal Way,WA 98023,USA
5/15/2014 0:00,592500,4,2.5,2240,12032,1,0,0,3,2240,0,1983,2009,24231 NE 5th Pl,Sammamish,WA 98074,USA
5/15/2014 0:00,252350,3,2,1650,7352,1,0,0,3,1160,490,1979,2014,12902 SE 158th Pl,Renton,WA 98058,USA
5/15/2014 0:00,370000,4,2.5,2710,5880,2,0,0,3,2710,0,1998,2006,12713 SE 302nd St,Auburn,WA 98092,USA
5/15/2014 0:00,465750,3,1.5,1260,10350,1,0,0,3,1260,0,1959,1989,16231 NE 29th St,Bellevue,WA 98008,USA
5/15/2014 0:00,185000,3,1,1150,8100,1,0,0,3,1150,0,1932,0,12208 20th Ave S,Seattle,WA 98168,USA
5/15/2014 0:00,582800,4,2.75,2550,7636,1,0,0,3,1440,1110,1986,0,21023-21029 NE 42nd St,Sammamish,WA 98074,USA
5/15/2014 0:00,245000,3,1.75,1490,6930,1,0,0,4,1490,0,1990,0,12145 SE 260th Pl,Kent,WA 98030,USA
5/15/2014 0:00,302000,4,1.75,2020,7865,1,0,0,4,1010,1010,1963,0,1001 Whitman Ct NE,Renton,WA 98059,USA
5/15/2014 0:00,451555,2,1,1320,4520,1,0,1,3,1320,0,1912,1971,4137 48th Ave SW,Seattle,WA 98116,USA
5/15/2014 0:00,250000,3,1,1230,10350,1,0,0,4,1230,0,1957,2001,19415 107th Ave SE,Renton,WA 98055,USA
5/15/2014 0:00,255000,4,2.5,2070,7800,2,0,0,3,2070,0,1989,0,1422 S 282nd Pl,Federal Way,WA 98003,USA
5/15/2014 0:00,840000,4,1.75,2930,11562,1,0,3,3,1670,1260,1947,2012,3539 NW 67th St,Seattle,WA 98117,USA
5/15/2014 0:00,190000,3,1,1090,8520,1,0,0,3,1090,0,1967,2011,29611 21st Ave S,Federal Way,WA 98003,USA
5/15/2014 0:00,349950,3,1,1400,7066,1,0,0,3,1400,0,1957,2000,11515 4th Ave NE,Seattle,WA 98125,USA
5/15/2014 0:00,613000,4,2,1550,4815,1.5,0,0,3,1550,0,1909,2004,5212 Wallingford Ave N,Seattle,WA 98103,USA
5/15/2014 0:00,300000,3,1,1220,13000,1,0,0,4,1220,0,1955,2009,18218 Evanston Ave N,Shoreline,WA 98133,USA
5/15/2014 0:00,455000,3,2.5,1870,7344,1,0,0,3,1470,400,1980,0,14013 101st Pl NE,Kirkland,WA 98034,USA
5/15/2014 0:00,335000,3,2.25,2150,30476,2,0,0,3,2150,0,1991,0,4446 S 160th St,Tukwila,WA 98188,USA
5/15/2014 0:00,197500,3,1,980,3090,1.5,0,0,3,980,0,1903,2005,4531 S Lucile St,Seattle,WA 98118,USA
5/15/2014 0:00,412500,3,1.5,1490,8475,1,0,0,4,1490,0,1963,0,5419 156th Ave NE,Redmond,WA 98052,USA
5/15/2014 0:00,395300,3,1.5,1120,7000,1,0,0,3,1120,0,1955,2005,1323 145th Ave SE,Bellevue,WA 98007,USA
5/15/2014 0:00,342400,3,2.25,1180,9630,2,0,0,3,1180,0,1986,0,8121 NE 147th Pl,Kenmore,WA 98028,USA
5/15/2014 0:00,749400,4,2.5,3240,20301,2,0,0,3,3240,0,1985,0,17013 NE 133rd St,Redmond,WA 98052,USA
5/15/2014 0:00,316500,4,2.5,2150,6807,2,0,0,4,2150,0,1991,0,11401 SE 219th Pl,Kent,WA 98031,USA
5/15/2014 0:00,390000,3,2.5,2240,10800,2,0,0,3,2240,0,1996,0,15839 84th Ave NE,Kenmore,WA 98028,USA
5/15/2014 0:00,225000,3,2,1400,7384,1,0,0,3,1150,250,1979,2014,3311 SE 17th St,Renton,WA 98058,USA
5/15/2014 0:00,550000,3,2.25,1980,40887,1,0,0,4,1980,0,1980,0,4216 232nd Ave NE,Redmond,WA 98053,USA
5/15/2014 0:00,280000,3,1,1330,20562,1.5,0,0,3,1330,0,1959,1989,13219 424th Ave SE,North Bend,WA 98045,USA
5/15/2014 0:00,1255000,4,2.5,3200,7535,2,0,0,3,3200,0,2006,0,5038 48th Ave NE,Seattle,WA 98105,USA
5/15/2014 0:00,575000,2,1,1490,6000,1,0,0,3,1090,400,1946,0,1106 25th Ave E,Seattle,WA 98112,USA
5/15/2014 0:00,1000000,5,4.25,3920,16258,2,0,0,3,2900,1020,1990,2009,2548 111th Ave SE,Bellevue,WA 98004,USA
5/15/2014 0:00,585000,5,1.75,2000,3750,2,0,0,4,2000,0,1921,0,309 N 46th St,Seattle,WA 98103,USA
5/15/2014 0:00,620000,4,2.5,2680,9185,2,0,0,3,2680,0,1989,0,26118 SE 39th Ct,Issaquah,WA 98029,USA
5/15/2014 0:00,204700,4,2,1670,9987,1,0,0,3,1670,0,1967,2011,29031 40th Ave S,Auburn,WA 98001,USA
5/15/2014 0:00,695000,4,3,3150,9130,2,0,0,3,3150,0,2001,0,24038 SE 13th Pl,Sammamish,WA 98075,USA
5/15/2014 0:00,689900,4,3.25,2740,7266,2,0,0,3,2060,680,2003,0,392 Wilderness Peak Dr NW,Issaquah,WA 98027,USA
5/15/2014 0:00,375000,4,1.75,1890,8000,1,0,0,4,1250,640,1960,2001,2145 N 178th St,Shoreline,WA 98133,USA
5/15/2014 0:00,475000,7,3.5,2870,29699,1,0,0,3,1520,1350,1961,2004,11738 1st Ave NE,Seattle,WA 98125,USA
5/15/2014 0:00,215000,3,1,1160,10384,1,0,0,4,1160,0,1969,0,26516 235th Ave SE,Maple Valley,WA 98038,USA
5/15/2014 0:00,2100000,4,1.75,3550,19865,2,0,0,3,3550,0,1962,2002,7822 NE 14th St,Medina,WA 98039,USA
5/15/2014 0:00,790000,3,1.75,1790,6117,1,0,2,3,1350,440,1940,1996,1922 35th Ave W,Seattle,WA 98199,USA
5/15/2014 0:00,350000,3,1.75,1680,250470,1,0,0,4,1070,610,1940,2001,18949 Mountain View Rd NE,Duvall,WA 98019,USA
5/15/2014 0:00,695000,3,2.5,4560,17622,2,0,0,4,3800,760,1986,0,1315 232nd Pl NE,Sammamish,WA 98074,USA
5/15/2014 0:00,263000,3,2.25,1590,7748,2,0,0,4,1590,0,1991,0,35219 26th Ct S,Federal Way,WA 98003,USA
5/15/2014 0:00,400000,3,1,1630,10304,1,0,0,5,1630,0,1953,0,17228 11th Ave NE,Shoreline,WA 98155,USA
5/15/2014 0:00,525000,3,2.5,2700,7434,2,0,0,3,2700,0,1991,0,12415 NE 160th St,Woodinville,WA 98072,USA
5/15/2014 0:00,349950,3,2.5,1700,7496,2,0,0,3,1700,0,1994,0,18901-18937 114th Ct SE,Renton,WA 98055,USA
5/15/2014 0:00,1085000,4,3.25,3740,12080,1,0,0,3,2000,1740,1988,2000,13704-13712 209th Ave NE,Woodinville,WA 98077,USA
5/15/2014 0:00,744000,4,3,1980,5352,2.5,0,0,3,1980,0,1941,2005,4103 SW Kenyon St,Seattle,WA 98136,USA
5/15/2014 0:00,312500,2,1,880,6345,1,0,0,3,880,0,1919,2001,7558 19th Ave SW,Seattle,WA 98106,USA
